@relation 'dataset-weka.filters.unsupervised.attribute.AddValues-C10-L6,7-weka.filters.unsupervised.attribute.AddValues-C11-L6,7,8-weka.filters.unsupervised.attribute.AddValues-C12-L6,7,8-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C15-L1-5-V-H'

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}
@attribute outputs-2 {0,1,2,3,4,5,6,7,8}
@attribute outputs-3 {0,1,2,3,4,5,6,7,8}
@attribute outputs-4 {0,1,2,3,4,5}
@attribute outputs-5 {0,1,2,3,4,5}
@attribute outputs-6 {0,1,2,3,4}

@data
406,'2018/10/08 17:05:37:072',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
407,'2018/10/08 17:05:37:107',11,-0.05098,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
408,'2018/10/08 17:05:37:136',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
409,'2018/10/08 17:05:37:171',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
410,'2018/10/08 17:05:37:203',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
411,'2018/10/08 17:05:37:238',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
412,'2018/10/08 17:05:37:269',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
413,'2018/10/08 17:05:37:306',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
414,'2018/10/08 17:05:37:338',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
415,'2018/10/08 17:05:37:371',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
416,'2018/10/08 17:05:37:405',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
417,'2018/10/08 17:05:37:438',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
418,'2018/10/08 17:05:37:470',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
419,'2018/10/08 17:05:37:505',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
420,'2018/10/08 17:05:37:538',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
421,'2018/10/08 17:05:37:574',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
422,'2018/10/08 17:05:37:605',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
423,'2018/10/08 17:05:37:638',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
424,'2018/10/08 17:05:37:673',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
425,'2018/10/08 17:05:37:708',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
426,'2018/10/08 17:05:37:737',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
427,'2018/10/08 17:05:37:771',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
428,'2018/10/08 17:05:37:806',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
429,'2018/10/08 17:05:37:839',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
430,'2018/10/08 17:05:37:871',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
431,'2018/10/08 17:05:37:904',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
432,'2018/10/08 17:05:37:937',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
433,'2018/10/08 17:05:37:970',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
434,'2018/10/08 17:05:38:003',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
435,'2018/10/08 17:05:38:039',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
436,'2018/10/08 17:05:38:071',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
437,'2018/10/08 17:05:38:103',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
438,'2018/10/08 17:05:38:138',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
439,'2018/10/08 17:05:38:173',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
440,'2018/10/08 17:05:38:206',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
441,'2018/10/08 17:05:38:238',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
442,'2018/10/08 17:05:38:272',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
443,'2018/10/08 17:05:38:306',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
444,'2018/10/08 17:05:38:338',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
445,'2018/10/08 17:05:38:373',11,-0.058824,-0.003922,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
446,'2018/10/08 17:05:41:040',12,0.490196,-0.05098,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
447,'2018/10/08 17:05:41:070',12,0.490196,-0.05098,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
448,'2018/10/08 17:05:41:104',12,0.490196,-0.05098,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
449,'2018/10/08 17:05:41:139',12,0.490196,-0.05098,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
450,'2018/10/08 17:05:41:170',12,0.490196,-0.05098,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
451,'2018/10/08 17:05:41:203',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
452,'2018/10/08 17:05:41:237',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
453,'2018/10/08 17:05:41:272',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
454,'2018/10/08 17:05:41:306',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
455,'2018/10/08 17:05:41:336',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
456,'2018/10/08 17:05:41:370',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
457,'2018/10/08 17:05:41:405',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
458,'2018/10/08 17:05:41:440',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
459,'2018/10/08 17:05:41:470',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
460,'2018/10/08 17:05:41:504',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
461,'2018/10/08 17:05:41:538',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
462,'2018/10/08 17:05:41:570',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
463,'2018/10/08 17:05:41:604',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
464,'2018/10/08 17:05:41:637',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
465,'2018/10/08 17:05:41:672',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
466,'2018/10/08 17:05:41:706',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
467,'2018/10/08 17:05:41:740',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
468,'2018/10/08 17:05:41:771',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
469,'2018/10/08 17:05:41:805',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
470,'2018/10/08 17:05:41:837',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
471,'2018/10/08 17:05:41:870',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
472,'2018/10/08 17:05:41:903',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
473,'2018/10/08 17:05:41:939',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
474,'2018/10/08 17:05:41:972',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
475,'2018/10/08 17:05:42:004',12,0.490196,-0.043137,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
476,'2018/10/08 17:05:42:038',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
477,'2018/10/08 17:05:42:072',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
478,'2018/10/08 17:05:42:105',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
479,'2018/10/08 17:05:42:137',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
480,'2018/10/08 17:05:42:171',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
481,'2018/10/08 17:05:42:203',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
482,'2018/10/08 17:05:42:237',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
483,'2018/10/08 17:05:42:273',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
484,'2018/10/08 17:05:42:304',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
485,'2018/10/08 17:05:42:339',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
486,'2018/10/08 17:05:42:370',12,0.490196,-0.035294,-0.011765,-0.003922,-1,-1,?,5,?,?,?,?
487,'2018/10/08 17:05:45:772',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
488,'2018/10/08 17:05:45:806',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
489,'2018/10/08 17:05:45:839',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
490,'2018/10/08 17:05:45:873',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
491,'2018/10/08 17:05:45:903',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
492,'2018/10/08 17:05:45:938',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
493,'2018/10/08 17:05:45:972',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
494,'2018/10/08 17:05:46:005',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
495,'2018/10/08 17:05:46:039',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
496,'2018/10/08 17:05:46:072',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
497,'2018/10/08 17:05:46:105',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
498,'2018/10/08 17:05:46:139',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
499,'2018/10/08 17:05:46:170',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
500,'2018/10/08 17:05:46:205',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
501,'2018/10/08 17:05:46:240',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
502,'2018/10/08 17:05:46:272',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
503,'2018/10/08 17:05:46:304',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
504,'2018/10/08 17:05:46:339',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
505,'2018/10/08 17:05:46:373',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
506,'2018/10/08 17:05:46:406',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
507,'2018/10/08 17:05:46:439',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
508,'2018/10/08 17:05:46:470',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
509,'2018/10/08 17:05:46:506',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
510,'2018/10/08 17:05:46:539',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
511,'2018/10/08 17:05:46:572',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
512,'2018/10/08 17:05:46:606',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
513,'2018/10/08 17:05:46:639',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
514,'2018/10/08 17:05:46:672',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
515,'2018/10/08 17:05:46:705',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
516,'2018/10/08 17:05:46:739',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
517,'2018/10/08 17:05:46:772',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
518,'2018/10/08 17:05:46:806',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
519,'2018/10/08 17:05:46:839',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
520,'2018/10/08 17:05:46:871',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
521,'2018/10/08 17:05:46:904',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
522,'2018/10/08 17:05:46:939',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
523,'2018/10/08 17:05:46:972',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
524,'2018/10/08 17:05:47:005',13,0.631373,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
525,'2018/10/08 17:05:47:039',13,0.639216,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
526,'2018/10/08 17:05:47:071',13,0.639216,-0.035294,-0.011765,-0.003922,-1,-1,?,6,?,?,?,?
527,'2018/10/08 17:05:49:504',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
528,'2018/10/08 17:05:49:545',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
529,'2018/10/08 17:05:49:571',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
530,'2018/10/08 17:05:49:606',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
531,'2018/10/08 17:05:49:639',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
532,'2018/10/08 17:05:49:673',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
533,'2018/10/08 17:05:49:707',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
534,'2018/10/08 17:05:49:740',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
535,'2018/10/08 17:05:49:773',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
536,'2018/10/08 17:05:49:804',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
537,'2018/10/08 17:05:49:840',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
538,'2018/10/08 17:05:49:874',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
539,'2018/10/08 17:05:49:907',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
540,'2018/10/08 17:05:49:940',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
541,'2018/10/08 17:05:49:974',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
542,'2018/10/08 17:05:50:006',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
543,'2018/10/08 17:05:50:040',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
544,'2018/10/08 17:05:50:073',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
545,'2018/10/08 17:05:50:106',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
546,'2018/10/08 17:05:50:140',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
547,'2018/10/08 17:05:50:173',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
548,'2018/10/08 17:05:50:206',14,0.72549,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
549,'2018/10/08 17:05:50:238',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
550,'2018/10/08 17:05:50:270',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
551,'2018/10/08 17:05:50:307',14,0.72549,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
552,'2018/10/08 17:05:50:341',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
553,'2018/10/08 17:05:50:374',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
554,'2018/10/08 17:05:50:407',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
555,'2018/10/08 17:05:50:441',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
556,'2018/10/08 17:05:50:470',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
557,'2018/10/08 17:05:50:506',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
558,'2018/10/08 17:05:50:540',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
559,'2018/10/08 17:05:50:573',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
560,'2018/10/08 17:05:50:605',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
561,'2018/10/08 17:05:50:640',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
562,'2018/10/08 17:05:50:671',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
563,'2018/10/08 17:05:50:707',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
564,'2018/10/08 17:05:50:738',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
565,'2018/10/08 17:05:50:772',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
566,'2018/10/08 17:05:50:807',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
567,'2018/10/08 17:05:50:841',14,0.72549,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
568,'2018/10/08 17:05:50:874',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
569,'2018/10/08 17:05:50:907',14,0.72549,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
570,'2018/10/08 17:05:50:938',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
571,'2018/10/08 17:05:50:973',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
572,'2018/10/08 17:05:51:004',14,0.72549,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
573,'2018/10/08 17:05:51:040',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
574,'2018/10/08 17:05:51:074',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
575,'2018/10/08 17:05:51:107',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
576,'2018/10/08 17:05:51:138',14,0.72549,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
577,'2018/10/08 17:05:51:173',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
578,'2018/10/08 17:05:51:205',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
579,'2018/10/08 17:05:51:241',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
580,'2018/10/08 17:05:51:272',14,0.717647,-0.035294,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
581,'2018/10/08 17:05:51:306',14,0.72549,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
582,'2018/10/08 17:05:51:341',14,0.72549,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
583,'2018/10/08 17:05:51:374',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
584,'2018/10/08 17:05:51:405',14,0.717647,-0.027451,-0.011765,-0.003922,-1,-1,?,7,?,?,?,?
585,'2018/10/08 17:05:54:272',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
586,'2018/10/08 17:05:54:307',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
587,'2018/10/08 17:05:54:339',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
588,'2018/10/08 17:05:54:371',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
589,'2018/10/08 17:05:54:407',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
590,'2018/10/08 17:05:54:441',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
591,'2018/10/08 17:05:54:474',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
592,'2018/10/08 17:05:54:505',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
593,'2018/10/08 17:05:54:542',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
594,'2018/10/08 17:05:54:574',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
595,'2018/10/08 17:05:54:606',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
596,'2018/10/08 17:05:54:639',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
597,'2018/10/08 17:05:54:673',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
598,'2018/10/08 17:05:54:708',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
599,'2018/10/08 17:05:54:740',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
600,'2018/10/08 17:05:54:772',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
601,'2018/10/08 17:05:54:807',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
602,'2018/10/08 17:05:54:841',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
603,'2018/10/08 17:05:54:878',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
604,'2018/10/08 17:05:54:905',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
605,'2018/10/08 17:05:54:942',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
606,'2018/10/08 17:05:54:975',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
607,'2018/10/08 17:05:55:005',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
608,'2018/10/08 17:05:55:039',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
609,'2018/10/08 17:05:55:074',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
610,'2018/10/08 17:05:55:106',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
611,'2018/10/08 17:05:55:137',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
612,'2018/10/08 17:05:55:171',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
613,'2018/10/08 17:05:55:204',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
614,'2018/10/08 17:05:55:242',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
615,'2018/10/08 17:05:55:271',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
616,'2018/10/08 17:05:55:306',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
617,'2018/10/08 17:05:55:340',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
618,'2018/10/08 17:05:55:372',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
619,'2018/10/08 17:05:55:408',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
620,'2018/10/08 17:05:55:440',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
621,'2018/10/08 17:05:55:474',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
622,'2018/10/08 17:05:55:508',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
623,'2018/10/08 17:05:55:539',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
624,'2018/10/08 17:05:55:572',15,0.905882,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
625,'2018/10/08 17:05:55:608',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
626,'2018/10/08 17:05:55:638',15,0.898039,-0.043137,-0.011765,-0.003922,-1,-1,?,8,?,?,?,?
