@relation 'dataset-weka.filters.unsupervised.attribute.AddValues-C10-L6,7-weka.filters.unsupervised.attribute.AddValues-C11-L6,7,8-weka.filters.unsupervised.attribute.AddValues-C12-L6,7,8-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C15-L1-5-V-H'

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}
@attribute outputs-2 {0,1,2,3,4,5,6,7,8}
@attribute outputs-3 {0,1,2,3,4,5,6,7,8}
@attribute outputs-4 {0,1,2,3,4,5}
@attribute outputs-5 {0,1,2,3,4,5}
@attribute outputs-6 {0,1,2,3,4}

@data
183,'2018/10/08 17:04:45:742',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
184,'2018/10/08 17:04:45:775',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
185,'2018/10/08 17:04:45:807',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
186,'2018/10/08 17:04:45:843',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
187,'2018/10/08 17:04:45:874',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
188,'2018/10/08 17:04:45:908',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
189,'2018/10/08 17:04:45:943',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
190,'2018/10/08 17:04:45:976',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
191,'2018/10/08 17:04:46:007',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
192,'2018/10/08 17:04:46:044',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
193,'2018/10/08 17:04:46:074',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
194,'2018/10/08 17:04:46:109',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
195,'2018/10/08 17:04:46:143',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
196,'2018/10/08 17:04:46:176',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
197,'2018/10/08 17:04:46:208',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
198,'2018/10/08 17:04:46:242',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
199,'2018/10/08 17:04:46:274',5,0.019608,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
200,'2018/10/08 17:04:46:308',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
201,'2018/10/08 17:04:46:343',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
202,'2018/10/08 17:04:46:375',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
203,'2018/10/08 17:04:46:408',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
204,'2018/10/08 17:04:46:442',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
205,'2018/10/08 17:04:46:474',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
206,'2018/10/08 17:04:46:507',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
207,'2018/10/08 17:04:46:543',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
208,'2018/10/08 17:04:46:575',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
209,'2018/10/08 17:04:46:609',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
210,'2018/10/08 17:04:46:642',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
211,'2018/10/08 17:04:46:675',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
212,'2018/10/08 17:04:46:709',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
213,'2018/10/08 17:04:46:743',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
214,'2018/10/08 17:04:46:774',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
215,'2018/10/08 17:04:46:807',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
216,'2018/10/08 17:04:46:842',5,0.011765,-0.356863,-0.011765,-0.003922,-1,-1,5,?,?,?,?,?
217,'2018/10/08 17:04:49:643',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
218,'2018/10/08 17:04:49:677',6,0.090196,-0.741176,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
219,'2018/10/08 17:04:49:711',6,0.090196,-0.741176,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
220,'2018/10/08 17:04:49:743',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
221,'2018/10/08 17:04:49:775',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
222,'2018/10/08 17:04:49:810',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
223,'2018/10/08 17:04:49:843',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
224,'2018/10/08 17:04:49:877',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
225,'2018/10/08 17:04:49:909',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
226,'2018/10/08 17:04:49:942',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
227,'2018/10/08 17:04:49:977',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
228,'2018/10/08 17:04:50:009',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
229,'2018/10/08 17:04:50:043',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
230,'2018/10/08 17:04:50:076',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
231,'2018/10/08 17:04:50:109',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
232,'2018/10/08 17:04:50:142',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
233,'2018/10/08 17:04:50:177',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
234,'2018/10/08 17:04:50:210',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
235,'2018/10/08 17:04:50:243',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
236,'2018/10/08 17:04:50:276',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
237,'2018/10/08 17:04:50:309',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
238,'2018/10/08 17:04:50:342',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
239,'2018/10/08 17:04:50:377',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
240,'2018/10/08 17:04:50:411',6,0.090196,-0.741176,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
241,'2018/10/08 17:04:50:443',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
242,'2018/10/08 17:04:50:476',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
243,'2018/10/08 17:04:50:509',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
244,'2018/10/08 17:04:50:543',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
245,'2018/10/08 17:04:50:576',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
246,'2018/10/08 17:04:50:610',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
247,'2018/10/08 17:04:50:644',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
248,'2018/10/08 17:04:50:676',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
249,'2018/10/08 17:04:50:709',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
250,'2018/10/08 17:04:50:742',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
251,'2018/10/08 17:04:50:777',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
252,'2018/10/08 17:04:50:819',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
253,'2018/10/08 17:04:50:859',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
254,'2018/10/08 17:04:50:893',6,0.082353,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
255,'2018/10/08 17:04:50:927',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
256,'2018/10/08 17:04:50:960',6,0.090196,-0.74902,-0.011765,-0.003922,-1,-1,6,?,?,?,?,?
257,'2018/10/08 17:04:53:498',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
258,'2018/10/08 17:04:53:524',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
259,'2018/10/08 17:04:53:558',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
260,'2018/10/08 17:04:53:592',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
261,'2018/10/08 17:04:53:628',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
262,'2018/10/08 17:04:53:660',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
263,'2018/10/08 17:04:53:699',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
264,'2018/10/08 17:04:53:725',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
265,'2018/10/08 17:04:53:758',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
266,'2018/10/08 17:04:53:791',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
267,'2018/10/08 17:04:53:825',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
268,'2018/10/08 17:04:53:859',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
269,'2018/10/08 17:04:53:891',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
270,'2018/10/08 17:04:53:925',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
271,'2018/10/08 17:04:53:960',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
272,'2018/10/08 17:04:53:992',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
273,'2018/10/08 17:04:54:027',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
274,'2018/10/08 17:04:54:060',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
275,'2018/10/08 17:04:54:099',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
276,'2018/10/08 17:04:54:125',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
277,'2018/10/08 17:04:54:159',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
278,'2018/10/08 17:04:54:198',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
279,'2018/10/08 17:04:54:227',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
280,'2018/10/08 17:04:54:258',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
281,'2018/10/08 17:04:54:292',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
282,'2018/10/08 17:04:54:326',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
283,'2018/10/08 17:04:54:358',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
284,'2018/10/08 17:04:54:398',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
285,'2018/10/08 17:04:54:428',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
286,'2018/10/08 17:04:54:459',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
287,'2018/10/08 17:04:54:499',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
288,'2018/10/08 17:04:54:527',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
289,'2018/10/08 17:04:54:559',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
290,'2018/10/08 17:04:54:593',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
291,'2018/10/08 17:04:54:626',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
292,'2018/10/08 17:04:54:659',7,0.090196,-1,-0.011765,-0.003922,-1,-1,7,?,?,?,?,?
293,'2018/10/08 17:05:25:197',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
294,'2018/10/08 17:05:25:230',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
295,'2018/10/08 17:05:25:263',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
296,'2018/10/08 17:05:25:295',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
297,'2018/10/08 17:05:25:330',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
298,'2018/10/08 17:05:25:365',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
299,'2018/10/08 17:05:25:397',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
300,'2018/10/08 17:05:25:430',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
301,'2018/10/08 17:05:25:465',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
302,'2018/10/08 17:05:25:497',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
303,'2018/10/08 17:05:25:530',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
304,'2018/10/08 17:05:25:564',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
305,'2018/10/08 17:05:25:597',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
306,'2018/10/08 17:05:25:632',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
307,'2018/10/08 17:05:25:664',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
308,'2018/10/08 17:05:25:695',8,-1,-0.07451,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
309,'2018/10/08 17:05:25:731',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
310,'2018/10/08 17:05:25:764',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
311,'2018/10/08 17:05:25:797',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
312,'2018/10/08 17:05:25:830',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
313,'2018/10/08 17:05:25:863',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
314,'2018/10/08 17:05:25:897',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
315,'2018/10/08 17:05:25:931',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
316,'2018/10/08 17:05:25:964',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
317,'2018/10/08 17:05:25:999',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
318,'2018/10/08 17:05:26:031',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
319,'2018/10/08 17:05:26:063',8,-1,-0.058824,-0.011765,-0.003922,-1,-1,?,1,?,?,?,?
320,'2018/10/08 17:05:28:597',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
321,'2018/10/08 17:05:28:631',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
322,'2018/10/08 17:05:28:665',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
323,'2018/10/08 17:05:28:699',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
324,'2018/10/08 17:05:28:733',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
325,'2018/10/08 17:05:28:766',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
326,'2018/10/08 17:05:28:798',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
327,'2018/10/08 17:05:28:830',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
328,'2018/10/08 17:05:28:863',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
329,'2018/10/08 17:05:28:899',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
330,'2018/10/08 17:05:28:932',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
331,'2018/10/08 17:05:28:965',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
332,'2018/10/08 17:05:28:997',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
333,'2018/10/08 17:05:29:031',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
334,'2018/10/08 17:05:29:066',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
335,'2018/10/08 17:05:29:099',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
336,'2018/10/08 17:05:29:131',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
337,'2018/10/08 17:05:29:165',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
338,'2018/10/08 17:05:29:196',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
339,'2018/10/08 17:05:29:232',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
340,'2018/10/08 17:05:29:264',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
341,'2018/10/08 17:05:29:298',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
342,'2018/10/08 17:05:29:332',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
343,'2018/10/08 17:05:29:364',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
344,'2018/10/08 17:05:29:399',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
345,'2018/10/08 17:05:29:432',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
346,'2018/10/08 17:05:29:463',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
347,'2018/10/08 17:05:29:497',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
348,'2018/10/08 17:05:29:530',9,-0.545098,-0.058824,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
349,'2018/10/08 17:05:29:565',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
350,'2018/10/08 17:05:29:599',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
351,'2018/10/08 17:05:29:632',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
352,'2018/10/08 17:05:29:666',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
353,'2018/10/08 17:05:29:700',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
354,'2018/10/08 17:05:29:732',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
355,'2018/10/08 17:05:29:763',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
356,'2018/10/08 17:05:29:797',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
357,'2018/10/08 17:05:29:832',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
358,'2018/10/08 17:05:29:866',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
359,'2018/10/08 17:05:29:897',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
360,'2018/10/08 17:05:29:932',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
361,'2018/10/08 17:05:29:966',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
362,'2018/10/08 17:05:29:997',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
363,'2018/10/08 17:05:30:030',9,-0.545098,-0.066667,-0.011765,-0.003922,-1,-1,?,2,?,?,?,?
364,'2018/10/08 17:05:32:833',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
365,'2018/10/08 17:05:32:867',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
366,'2018/10/08 17:05:32:900',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
367,'2018/10/08 17:05:32:933',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
368,'2018/10/08 17:05:32:963',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
369,'2018/10/08 17:05:32:999',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
370,'2018/10/08 17:05:33:032',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
371,'2018/10/08 17:05:33:067',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
372,'2018/10/08 17:05:33:097',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
373,'2018/10/08 17:05:33:131',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
374,'2018/10/08 17:05:33:167',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
375,'2018/10/08 17:05:33:198',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
376,'2018/10/08 17:05:33:230',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
377,'2018/10/08 17:05:33:267',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
378,'2018/10/08 17:05:33:299',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
379,'2018/10/08 17:05:33:331',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
380,'2018/10/08 17:05:33:366',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
381,'2018/10/08 17:05:33:400',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
382,'2018/10/08 17:05:33:432',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
383,'2018/10/08 17:05:33:467',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
384,'2018/10/08 17:05:33:497',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
385,'2018/10/08 17:05:33:539',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
386,'2018/10/08 17:05:33:570',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
387,'2018/10/08 17:05:33:604',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
388,'2018/10/08 17:05:33:638',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
389,'2018/10/08 17:05:33:670',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
390,'2018/10/08 17:05:33:703',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
391,'2018/10/08 17:05:33:739',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
392,'2018/10/08 17:05:33:772',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
393,'2018/10/08 17:05:33:806',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
394,'2018/10/08 17:05:33:838',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
395,'2018/10/08 17:05:33:872',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
396,'2018/10/08 17:05:33:904',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
397,'2018/10/08 17:05:33:938',10,-0.317647,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
398,'2018/10/08 17:05:33:970',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
399,'2018/10/08 17:05:34:006',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
400,'2018/10/08 17:05:34:040',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
401,'2018/10/08 17:05:34:070',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
402,'2018/10/08 17:05:34:104',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
403,'2018/10/08 17:05:34:136',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
404,'2018/10/08 17:05:34:170',10,-0.309804,-0.05098,-0.011765,-0.003922,-1,-1,?,3,?,?,?,?
405,'2018/10/08 17:05:37:038',11,-0.058824,-0.011765,-0.011765,-0.003922,-1,-1,?,4,?,?,?,?
